,Time,Event,Part,Process,Machine
49,9.0,Finished,Part2_0,Process3,M3
50,9.0,Started,Part1_0,Process3,M3
51,10.0,Finished,Part4_1,Process4,M4
52,10.0,Started,Part3_0,Process4,M4
53,11.0,Finished,Part4_0,Process0,M0
54,11.0,Started,Part4_1,Process0,M0
55,12.0,Finished,Part0_1,Process1,M1
56,12.0,Started,Part4_0,Process1,M1
57,13.0,Finished,Part0_0,Process2,M2
58,13.0,Started,Part0_1,Process2,M2
59,14.0,Part2 Created,Part2_1,Source2,
60,14.0,Finished,Part1_0,Process3,M3
61,14.0,Routing Start,Part2_1,Source2,
62,14.0,Routing Finished,Part2_1,Source2,
63,14.0,Part transferred from Source,Part2_1,Process2,
64,14.0,Started,Part0_0,Process3,M3
65,15.0,Part0 Created,Part0_2,Source0,
66,15.0,Finished,Part3_0,Process4,M4
67,15.0,Routing Start,Part0_2,Source0,
68,15.0,Routing Finished,Part0_2,Source0,
69,15.0,Part transferred from Source,Part0_2,Process0,
70,15.0,Started,Part2_0,Process4,M4
71,16.0,Part4 Created,Part4_2,Source4,
72,16.0,Finished,Part4_1,Process0,M0
73,16.0,Routing Start,Part4_2,Source4,
74,16.0,Routing Finished,Part4_2,Source4,
75,16.0,Part transferred from Source,Part4_2,Process4,
76,16.0,Started,Part0_2,Process0,M0
77,17.0,Finished,Part4_0,Process1,M1
78,17.0,Part2 Created,Part2_2,Source2,
79,17.0,Finished,Part0_2,Process0,M0
80,17.0,Routing Start,Part2_2,Source2,
81,17.0,Routing Finished,Part2_2,Source2,
82,17.0,Part transferred from Source,Part2_2,Process2,
83,17.0,Started,Part4_1,Process1,M1
84,17.0,Started,Part3_0,Process0,M0
85,18.0,Finished,Part0_1,Process2,M2
86,18.0,Started,Part2_1,Process2,M2
87,19.0,Finished,Part0_0,Process3,M3
88,19.0,Started,Part0_1,Process3,M3
89,20.0,Part0 Created,Part0_3,Source0,
90,20.0,Finished,Part2_0,Process4,M4
91,20.0,Part4 Created,Part4_3,Source4,
92,20.0,Routing Start,Part0_3,Source0,
93,20.0,Routing Start,Part4_3,Source4,
94,20.0,Routing Finished,Part0_3,Source0,
95,20.0,Part transferred from Source,Part0_3,Process0,
96,20.0,Routing Finished,Part4_3,Source4,
97,20.0,Part transferred from Source,Part4_3,Process4,
98,20.0,Started,Part1_0,Process4,M4
99,21.0,Part2 Created,Part2_3,Source2,
100,21.0,Finished,Part2_1,Process2,M2
101,21.0,Part4 Created,Part4_4,Source4,
102,21.0,Routing Start,Part2_3,Source2,
103,21.0,Routing Start,Part4_4,Source4,
104,21.0,Routing Finished,Part2_3,Source2,
105,21.0,Part transferred from Source,Part2_3,Process2,
106,21.0,Routing Finished,Part4_4,Source4,
107,21.0,Part transferred from Source,Part4_4,Process4,
108,21.0,Started,Part4_0,Process2,M2
109,22.0,Finished,Part4_1,Process1,M1
110,22.0,Finished,Part3_0,Process0,M0
111,22.0,Started,Part0_2,Process1,M1
112,22.0,Started,Part0_3,Process0,M0
113,23.0,Part4 Created,Part4_5,Source4,
114,23.0,Finished,Part0_3,Process0,M0
115,23.0,Routing Start,Part4_5,Source4,
116,23.0,Routing Finished,Part4_5,Source4,
117,23.0,Part transferred from Source,Part4_5,Process4,
118,23.0,Started,Part2_0,Process0,M0
119,24.0,Finished,Part0_1,Process3,M3
120,24.0,Started,Part2_1,Process3,M3
121,25.0,Finished,Part1_0,Process4,M4
122,25.0,Started,Part4_2,Process4,M4
123,26.0,Finished,Part4_0,Process2,M2
124,26.0,Started,Part2_2,Process2,M2
125,27.0,Finished,Part0_2,Process1,M1
126,27.0,Started,Part3_0,Process1,M1
127,28.0,Finished,Part2_0,Process0,M0
128,28.0,Started,Part1_0,Process0,M0
129,29.0,Finished,Part2_1,Process3,M3
130,29.0,Finished,Part2_2,Process2,M2
131,29.0,Started,Part4_0,Process3,M3
132,29.0,Started,Part2_3,Process2,M2
133,30.0,Part4 Created,Part4_6,Source4,
134,30.0,Finished,Part4_2,Process4,M4
135,30.0,Routing Start,Part4_6,Source4,
136,30.0,Routing Finished,Part4_6,Source4,
137,30.0,Part transferred from Source,Part4_6,Process4,
138,30.0,Started,Part0_0,Process4,M4
139,31.0,Part2 Created,Part2_4,Source2,
140,31.0,Routing Start,Part2_4,Source2,
141,31.0,Routing Finished,Part2_4,Source2,
142,31.0,Part transferred from Source,Part2_4,Process2,
143,32.0,Finished,Part3_0,Process1,M1
144,32.0,Finished,Part2_3,Process2,M2
145,32.0,Started,Part0_3,Process1,M1
146,32.0,Started,Part4_1,Process2,M2
147,33.0,Finished,Part1_0,Process0,M0
148,33.0,Completed,Part1_0,Sink,
149,33.0,Started,Part4_2,Process0,M0
150,34.0,Finished,Part4_0,Process3,M3
151,34.0,Completed,Part4_0,Sink,
152,34.0,Started,Part2_2,Process3,M3
153,35.0,Finished,Part0_0,Process4,M4
154,35.0,Completed,Part0_0,Sink,
155,35.0,Started,Part4_3,Process4,M4
156,37.0,Finished,Part0_3,Process1,M1
157,37.0,Finished,Part4_1,Process2,M2
158,37.0,Started,Part2_0,Process1,M1
159,37.0,Started,Part0_2,Process2,M2
160,38.0,Finished,Part4_2,Process0,M0
161,39.0,Finished,Part2_2,Process3,M3
162,39.0,Started,Part2_3,Process3,M3
163,40.0,Finished,Part4_3,Process4,M4
164,40.0,Started,Part4_4,Process4,M4
165,40.0,Started,Part4_3,Process0,M0
166,42.0,Finished,Part2_0,Process1,M1
167,42.0,Finished,Part0_2,Process2,M2
168,42.0,Completed,Part2_0,Sink,
169,42.0,Started,Part4_2,Process1,M1
170,42.0,Started,Part2_4,Process2,M2
171,44.0,Finished,Part2_3,Process3,M3
172,44.0,Started,Part4_1,Process3,M3
173,45.0,Finished,Part4_4,Process4,M4
174,45.0,Finished,Part4_3,Process0,M0
175,45.0,Finished,Part2_4,Process2,M2
176,45.0,Started,Part4_5,Process4,M4
177,45.0,Started,Part3_0,Process2,M2
178,45.0,Started,Part4_4,Process0,M0
179,47.0,Part3 Created,Part3_1,Source3,
180,47.0,Part0 Created,Part0_4,Source0,
181,47.0,Part4 Created,Part4_7,Source4,
182,47.0,Finished,Part4_2,Process1,M1
183,47.0,Routing Start,Part3_1,Source3,
184,47.0,Routing Start,Part0_4,Source0,
185,47.0,Routing Start,Part4_7,Source4,
186,47.0,Routing Finished,Part3_1,Source3,
187,47.0,Part transferred from Source,Part3_1,Process3,
188,47.0,Routing Finished,Part0_4,Source0,
189,47.0,Part transferred from Source,Part0_4,Process0,
190,47.0,Routing Finished,Part4_7,Source4,
191,47.0,Part transferred from Source,Part4_7,Process4,
192,47.0,Started,Part4_3,Process1,M1
193,49.0,Finished,Part4_1,Process3,M3
194,49.0,Completed,Part4_1,Sink,
195,49.0,Started,Part0_2,Process3,M3
196,50.0,Finished,Part4_5,Process4,M4
197,50.0,Finished,Part3_0,Process2,M2
198,50.0,Finished,Part4_4,Process0,M0
199,50.0,Part0 Created,Part0_5,Source0,
200,50.0,Completed,Part3_0,Sink,
201,50.0,Routing Start,Part0_5,Source0,
202,50.0,Routing Finished,Part0_5,Source0,
203,50.0,Part transferred from Source,Part0_5,Process0,
204,50.0,Started,Part0_1,Process4,M4
205,50.0,Started,Part0_3,Process2,M2
206,50.0,Started,Part0_4,Process0,M0
207,51.0,Finished,Part0_4,Process0,M0
208,51.0,Started,Part4_5,Process0,M0
209,52.0,Finished,Part4_3,Process1,M1
210,52.0,Started,Part4_4,Process1,M1
211,54.0,Finished,Part0_2,Process3,M3
212,54.0,Started,Part2_4,Process3,M3
213,55.0,Finished,Part0_1,Process4,M4
214,55.0,Finished,Part0_3,Process2,M2
215,55.0,Completed,Part0_1,Sink,
216,55.0,Started,Part2_1,Process4,M4
217,55.0,Started,Part4_2,Process2,M2
218,56.0,Finished,Part4_5,Process0,M0
219,56.0,Started,Part0_5,Process0,M0
220,57.0,Finished,Part4_4,Process1,M1
221,57.0,Finished,Part0_5,Process0,M0
222,57.0,Started,Part0_4,Process1,M1
223,59.0,Finished,Part2_4,Process3,M3
224,59.0,Started,Part3_1,Process3,M3
225,60.0,Finished,Part2_1,Process4,M4
226,60.0,Finished,Part4_2,Process2,M2
227,60.0,Started,Part4_6,Process4,M4
228,60.0,Started,Part4_3,Process2,M2
229,60.0,Started,Part2_1,Process0,M0
230,62.0,Finished,Part0_4,Process1,M1
231,62.0,Started,Part4_5,Process1,M1
232,63.0,Finished,Part3_1,Process3,M3
233,63.0,Started,Part0_3,Process3,M3
234,64.0,Part3 Created,Part3_2,Source3,
235,64.0,Routing Start,Part3_2,Source3,
236,64.0,Routing Finished,Part3_2,Source3,
237,64.0,Part transferred from Source,Part3_2,Process3,
238,65.0,Part0 Created,Part0_6,Source0,
239,65.0,Finished,Part4_6,Process4,M4
240,65.0,Finished,Part4_3,Process2,M2
241,65.0,Finished,Part2_1,Process0,M0
242,65.0,Routing Start,Part0_6,Source0,
243,65.0,Routing Finished,Part0_6,Source0,
244,65.0,Part transferred from Source,Part0_6,Process0,
245,65.0,Started,Part2_2,Process4,M4
246,65.0,Started,Part4_4,Process2,M2
247,65.0,Started,Part0_6,Process0,M0
248,66.0,Finished,Part0_6,Process0,M0
249,66.0,Started,Part4_6,Process0,M0
250,67.0,Finished,Part4_5,Process1,M1
251,67.0,Started,Part0_5,Process1,M1
252,68.0,Finished,Part0_3,Process3,M3
253,68.0,Started,Part4_2,Process3,M3
254,69.0,Part2 Created,Part2_5,Source2,
255,69.0,Routing Start,Part2_5,Source2,
256,69.0,Routing Finished,Part2_5,Source2,
257,69.0,Part transferred from Source,Part2_5,Process2,
258,70.0,Finished,Part2_2,Process4,M4
259,70.0,Finished,Part4_4,Process2,M2
260,70.0,Part2 Created,Part2_6,Source2,
261,70.0,Routing Start,Part2_6,Source2,
262,70.0,Routing Finished,Part2_6,Source2,
263,70.0,Part transferred from Source,Part2_6,Process2,
264,70.0,Started,Part2_3,Process4,M4
265,70.0,Started,Part0_4,Process2,M2
266,71.0,Finished,Part4_6,Process0,M0
267,71.0,Started,Part2_2,Process0,M0
268,72.0,Finished,Part0_5,Process1,M1
269,72.0,Started,Part2_1,Process1,M1
270,73.0,Finished,Part4_2,Process3,M3
271,73.0,Completed,Part4_2,Sink,
272,73.0,Started,Part3_2,Process3,M3
273,75.0,Finished,Part2_3,Process4,M4
274,75.0,Finished,Part0_4,Process2,M2
275,75.0,Started,Part4_7,Process4,M4
276,75.0,Started,Part4_5,Process2,M2
277,76.0,Finished,Part2_2,Process0,M0
278,76.0,Started,Part2_3,Process0,M0
279,77.0,Finished,Part2_1,Process1,M1
280,77.0,Finished,Part3_2,Process3,M3
281,77.0,Completed,Part2_1,Sink,
282,77.0,Started,Part0_6,Process1,M1
283,77.0,Started,Part4_3,Process3,M3
284,80.0,Finished,Part4_7,Process4,M4
285,80.0,Finished,Part4_5,Process2,M2
286,80.0,Started,Part0_2,Process4,M4
287,80.0,Started,Part2_5,Process2,M2
288,81.0,Finished,Part2_3,Process0,M0
289,81.0,Started,Part4_7,Process0,M0
290,82.0,Finished,Part0_6,Process1,M1
291,82.0,Finished,Part4_3,Process3,M3
292,82.0,Completed,Part4_3,Sink,
293,82.0,Started,Part4_6,Process1,M1
294,82.0,Started,Part4_4,Process3,M3
295,83.0,Finished,Part2_5,Process2,M2
296,83.0,Started,Part2_6,Process2,M2
297,85.0,Part3 Created,Part3_3,Source3,
298,85.0,Finished,Part0_2,Process4,M4
299,85.0,Routing Start,Part3_3,Source3,
300,85.0,Completed,Part0_2,Sink,
301,85.0,Routing Finished,Part3_3,Source3,
302,85.0,Part transferred from Source,Part3_3,Process3,
303,85.0,Started,Part2_4,Process4,M4
304,86.0,Finished,Part4_7,Process0,M0
305,86.0,Finished,Part2_6,Process2,M2
306,86.0,Started,Part0_5,Process2,M2
307,87.0,Finished,Part4_6,Process1,M1
308,87.0,Finished,Part4_4,Process3,M3
309,87.0,Completed,Part4_4,Sink,
310,87.0,Started,Part2_2,Process1,M1
311,87.0,Started,Part0_4,Process3,M3
312,90.0,Part4 Created,Part4_8,Source4,
313,90.0,Finished,Part2_4,Process4,M4
314,90.0,Routing Start,Part4_8,Source4,
315,90.0,Routing Finished,Part4_8,Source4,
316,90.0,Part transferred from Source,Part4_8,Process4,
317,90.0,Started,Part3_1,Process4,M4
318,90.0,Started,Part2_4,Process0,M0
319,91.0,Finished,Part0_5,Process2,M2
320,91.0,Started,Part0_6,Process2,M2
321,92.0,Finished,Part2_2,Process1,M1
322,92.0,Finished,Part0_4,Process3,M3
323,92.0,Completed,Part2_2,Sink,
324,92.0,Started,Part2_3,Process1,M1
325,92.0,Started,Part4_5,Process3,M3
326,95.0,Finished,Part3_1,Process4,M4
327,95.0,Finished,Part2_4,Process0,M0
328,95.0,Started,Part0_3,Process4,M4
329,95.0,Started,Part3_1,Process0,M0
330,96.0,Finished,Part0_6,Process2,M2
331,96.0,Started,Part4_6,Process2,M2
332,97.0,Finished,Part2_3,Process1,M1
333,97.0,Finished,Part4_5,Process3,M3
334,97.0,Completed,Part2_3,Sink,
335,97.0,Completed,Part4_5,Sink,
336,97.0,Started,Part4_7,Process1,M1
337,97.0,Started,Part2_5,Process3,M3
338,99.0,Part2 Created,Part2_7,Source2,
339,99.0,Routing Start,Part2_7,Source2,
340,99.0,Routing Finished,Part2_7,Source2,
341,99.0,Part transferred from Source,Part2_7,Process2,
